title,appeared,type,rank,factCount,lastActivity,exampleCount,bookCount,paperCount,numberOfUsers,numberOfJobs,githubBigQuery.repos,wikipedia.dailyPageViews
Formula language,1989,pl,2171,23,2003,1,0,0,71,0,0,10
NilScript,2013,pl,2172,23,2018,1,0,0,66,0,0,0
OBJ,1976,pl,2173,23,2004,0,0,6,65,0,0,9
CMS Pipelines,1986,pl,2174,23,1986,1,0,0,55,0,0,7
DEVIL,2000,pl,2175,23,2006,0,0,3,50,0,0,6
SQRL,2018,queryLanguage,2176,23,2023,1,0,0,28,0,0,0
X PixMap,1989,textDataFormat,2177,23,1989,1,0,0,20,0,0,0
mdl,2019,isa,2178,23,2022,0,0,0,19,0,0,0
JCOF,2022,dataNotation,2179,23,2022,1,0,0,16,0,0,0
IPL,2013,pl,2180,23,2022,0,0,0,15,0,0,0
Astatine,2022,pl,2181,23,2022,1,0,0,4,0,0,0
jasper,2014,pl,2182,23,2021,1,0,0,4,0,0,0
emfatic,2004,pl,2183,23,2004,1,0,0,1,0,0,0
git-config,2005,application,2184,23,2005,1,0,0,1,0,0,0
LARP,2003,pl,2185,23,2003,1,0,0,1,0,0,0
Lazy K,2002,esolang,2186,23,2002,1,0,0,1,0,0,0
Liso,2014,dataNotation,2187,23,2014,1,0,0,1,0,0,0
CBOR data definition language,2017,idl,2188,23,2017,1,0,0,0,0,0,0
hop,2006,pl,2189,23,2006,2,0,0,0,0,0,0
Ion Schema Language,2018,grammarLanguage,2190,23,2018,1,0,0,0,0,0,0
ppm-format,1988,textDataFormat,2191,23,1988,3,0,0,0,0,0,0
Portable Standard Lisp,1980,pl,2192,15,2006,0,0,0,65,0,0,9
Polymorphic Programming Language,1969,pl,2193,16,2006,0,0,0,65,0,0,9
Stalin,2006,compiler,2194,14,2006,0,0,0,90,0,0,14
Cullinet,1968,pl,2195,16,2005,0,0,0,90,0,0,14
Knowledge Interchange Format,1990,pl,2196,17,2006,0,0,0,90,0,0,14
Nimskull,2021,pl,2197,18,2022,0,0,0,199,0,0,0
clike,2014,pl,2198,17,2022,0,0,0,197,0,0,0
Tynker,2012,visual,2199,16,2022,0,0,0,196,0,0,35
XBEL,2006,pl,2200,13,2006,0,0,0,195,0,0,35
HP-GL,1986,pl,2201,15,2002,0,0,0,195,0,0,35
Game Oriented Assembly Lisp,1993,pl,2202,17,2006,0,0,0,195,0,0,35
P′′,1964,pl,2203,17,2005,0,0,0,190,0,0,34
Ecstasy,2015,pl,2204,17,2022,0,0,0,188,0,0,0
Steinhaus-Moser notation,1969,notation,2205,9,1969,0,0,0,185,0,0,33
MML,1982,standard,2206,13,2009,0,0,0,185,0,0,33
Content Assembly Mechanism,2002,xmlFormat,2207,18,2002,1,0,0,185,0,0,33
ColorForth,1992,pl,2208,15,1992,0,0,0,86,0,0,13
ZBasic,1980,pl,2209,15,2007,0,0,0,50,0,0,6
SIGNAL,1982,pl,2210,18,2011,0,0,0,85,0,0,13
MARK IV,1985,pl,2211,18,2006,0,0,0,65,0,0,9
TTM,1968,pl,2212,18,2012,1,0,0,65,0,0,9
Corman Common Lisp,1995,pl,2213,18,2009,0,0,0,61,0,0,8
QUIKSCRIPT,1965,pl,2214,18,2004,0,0,0,35,0,0,3
co2,2016,pl,2215,15,2022,0,0,0,184,0,0,0
Ren-C,2012,pl,2216,18,2022,0,0,0,184,0,0,0
rhine,2014,pl,2217,18,2022,0,0,0,184,0,0,0
ISBL,1980,pl,2218,17,2006,1,0,0,85,0,0,13
Croma,2005,pl,2219,13,2014,0,0,0,180,0,0,32
Mobl,2010,pl,2220,14,2013,0,0,0,178,0,0,0
UBJSON,2017,binaryDataFormat,2221,12,2017,0,0,0,176,0,0,31
cperl,2017,pl,2222,20,2022,0,0,0,176,0,0,0
Tree and Tabular Combined Notation,1992,pl,2223,15,2004,0,0,0,175,0,0,21
keli,2018,pl,2224,17,2022,0,0,0,175,0,0,0
BASIC A+,1983,pl,2225,15,2004,0,0,0,60,0,0,8
Mallard BASIC,1985,pl,2226,15,2004,0,0,0,60,0,0,8
Janus,1990,pl,2227,16,2006,0,0,0,60,0,0,8
LISP 2,1963,pl,2228,16,2007,0,0,0,60,0,0,8
Ratfiv,1980,pl,2229,16,2004,0,0,0,60,0,0,8
mlatu,2021,pl,2230,16,2022,0,0,0,173,0,0,0
a Lisp Environment,2019,pl,2231,17,2022,0,0,0,172,0,0,0
Steel Bank Common Lisp,1999,pl,2232,15,2022,0,0,0,171,0,0,30
JIS X 0201,1969,characterEncoding,2233,14,2005,0,0,0,170,0,0,30
Just Another Scripting Syntax,2009,pl,2234,21,2009,1,0,0,170,0,0,30
Forml,2011,pl,2235,22,2013,1,0,0,123,0,0,0
Ciel,2010,pl,2236,22,2022,1,0,0,99,0,0,0
Ciao,1984,pl,2237,22,2013,0,0,0,96,0,0,15
PICO,1997,pl,2238,22,2003,1,0,0,91,0,0,14
Slideshow,2000,textMarkup,2239,22,2023,0,0,0,87,0,0,0
Join Java,2000,pl,2240,22,2005,1,0,0,80,0,0,12
juniper,2016,pl,2241,22,2022,0,0,0,66,0,0,0
RascalMPL,2010,pl,2242,22,2022,0,0,0,56,0,0,7
TScript,2012,pl,2243,22,2012,1,0,0,55,0,0,7
huginn,2015,pl,2244,22,2022,0,0,0,46,0,0,0
Alumina,2021,pl,2245,22,2022,1,0,0,38,0,0,0
tuplemarkup,2012,textMarkup,2246,22,2021,1,0,0,35,0,0,0
VlibTemplate,2003,template,2247,22,2005,1,0,0,35,0,0,3
Dern,2008,pl,2248,22,2022,0,0,0,25,0,0,0
YAMP,2019,dataNotation,2249,22,2022,2,0,0,21,0,0,0
HCard,2009,xmlFormat,2250,22,2009,1,0,0,20,0,0,0
Amazon Redshift,2012,queryLanguage,2251,22,2012,3,0,0,20,0,0,0
strat,2018,pl,2252,22,2022,1,0,0,20,0,0,0
Fardlang,2022,esolang,2253,22,2022,1,0,0,7,0,0,0
lila-lang,2019,pl,2254,22,2019,1,0,0,4,0,0,0
HUGO,1995,pl,2255,22,2021,0,0,0,2,0,0,0
BML,2007,xmlFormat,2256,22,2007,1,0,0,1,0,0,0
coherence,2009,pl,2257,22,2020,0,0,11,1,0,0,0
Procfile,2012,pl,2258,22,2012,1,0,0,1,0,1041,0
quorum,2013,pl,2259,22,2022,2,0,0,1,0,0,0
USD,2016,pl,2260,22,2016,1,0,0,1,0,0,0
wescheme,2009,pl,2261,22,2022,3,0,0,1,0,0,0
Worst,2001,pl,2262,22,2001,1,0,0,1,0,0,0
Joyfully Universal Language for (Inline) Assembly,2016,pl,2263,22,2016,1,0,0,0,0,0,0
LIFE,1987,pl,2264,22,1987,0,0,11,0,0,0,0
Myghty,2006,pl,2265,22,2006,0,0,0,0,0,59,0
UIML,2005,xmlFormat,2266,14,2007,0,0,0,80,0,0,12
Chomski,2007,pl,2267,15,2008,1,0,0,80,0,0,12
Visual Test,1992,pl,2268,15,2006,0,0,0,80,0,0,12
Argus,1982,pl,2269,17,2010,0,0,0,80,0,0,12
GameMonkey Script,2002,pl,2270,17,2004,0,0,0,80,0,0,12
LiteScript,2013,pl,2271,16,2020,0,0,0,168,0,0,0
Om,2012,pl,2272,19,2022,0,0,0,168,0,0,0
Avionics Architecture Design Language,2003,pl,2273,17,2011,0,0,0,166,0,0,29
Trellis,1985,pl,2274,14,2004,0,0,0,165,0,0,29
Kawa,1996,pl,2275,19,2007,1,0,0,165,0,0,29
Data General Business Basic,1970,pl,2276,15,2004,0,0,0,45,0,0,5
SnapTag,2011,barCodeFormat,2277,9,2011,0,0,0,160,0,0,28
Transaction Language 1,1984,pl,2278,13,2004,0,0,0,160,0,0,28
Gene transfer format,2006,textDataFormat,2279,15,2006,0,0,0,160,0,0,28
MEDUSA,2002,pl,2280,17,2009,0,0,0,160,0,0,28
ana,2018,pl,2281,14,2022,0,0,0,157,0,0,0
polyglot-compiler,2003,compiler,2282,16,2022,0,0,0,157,0,0,0
Savi,2018,pl,2283,21,2022,0,0,0,156,0,0,0
Aztec C,1980,pl,2284,15,2007,0,0,0,75,0,0,11
ΛProlog,1986,pl,2285,17,2006,0,0,0,75,0,0,11
Scratchpad,1971,pl,2286,12,2004,0,0,0,155,0,0,27
l2,2017,pl,2287,17,2022,0,0,0,155,0,0,0
Vilnius BASIC,1986,pl,2288,13,2004,0,0,0,55,0,0,7
Jisp,2014,pl,2289,16,2015,0,0,0,154,0,0,0
mys,2020,pl,2290,16,2022,0,0,0,153,0,0,0
Integrated Data Store,1964,queryLanguage,2291,15,1964,0,0,0,150,0,0,26
DYNAMO,1959,pl,2292,17,2010,0,0,0,150,0,0,26
Eurisko,1978,pl,2293,17,2014,0,0,0,150,0,0,26
RamdaScript,2016,pl,2294,14,2018,0,0,0,149,0,0,0
hivemind,2015,pl,2295,18,2022,0,0,0,148,0,0,0
Gforth,1992,pl,2296,16,1992,0,0,0,146,0,0,25
mythryl,2006,pl,2297,19,2022,1,0,0,146,0,0,0
tablam,2020,queryLanguage,2298,21,2022,1,0,0,146,0,0,0
Alma-0,1997,pl,2299,16,2004,0,0,0,71,0,0,10
CHILL,1980,pl,2300,21,2004,0,1,0,120,0,0,20
Abbreviated Test Language for All Systems,1984,pl,2301,21,2002,1,0,0,90,0,0,14
Ante,2013,esolang,2302,21,2022,0,0,1,76,0,0,0
Proteus,1998,pl,2303,21,2011,0,0,4,70,0,0,10
Rita,2019,pl,2304,21,2022,0,0,0,70,0,0,0
JSONScript,2016,pl,2305,21,2022,0,0,0,69,0,0,0
CGOL,1973,pl,2306,21,1973,1,0,0,55,0,0,7
ZENO,1995,pl,2307,21,2004,1,0,0,55,0,0,7
Z,2019,pl,2308,21,2022,0,0,2,51,0,0,0
Little Implementation Language,1974,pl,2309,21,2012,0,0,0,41,0,0,4
Daplex,1979,pl,2310,21,2007,1,0,0,35,0,0,3
NXT-G,2006,pl,2311,21,2011,0,2,0,35,0,0,3
vCard,1998,textDataFormat,2312,21,1998,1,0,0,20,0,0,0
h,2019,esolang,2313,21,2022,1,0,0,19,0,0,0
Blue,1977,pl,2314,21,1977,0,1,7,15,0,0,-1
pinto,2016,pl,2315,21,2021,0,0,0,15,0,0,0
TAO,2020,dataNotation,2316,21,2021,0,2,0,13,0,0,0
nydp,2014,pl,2317,21,2021,1,0,0,9,0,0,0
JLang,2016,pl,2318,21,2016,1,0,0,5,0,0,0
Link,2021,pl,2319,21,2022,1,0,0,3,0,0,0
lain,2017,pl,2320,21,2017,3,0,0,1,0,0,0
luau,2020,pl,2321,21,2020,3,0,0,1,0,0,0
Marine Trading Markup Language,2000,xmlFormat,2322,21,2000,0,0,0,1,0,12,0
Trex,2001,grammarLanguage,2323,21,2001,1,0,0,1,0,0,0
z2,2015,pl,2324,21,2019,1,0,0,1,0,0,0
APL2,1984,pl,2325,21,1984,0,0,11,0,0,0,0
bioscript,2019,pl,2326,21,2019,3,0,0,0,0,0,0
blue,2009,pl,2327,21,2009,0,1,7,0,0,0,0
EFL,1979,pl,2328,21,1979,1,0,10,0,0,0,0
Emerald,1987,pl,2329,21,1987,1,0,0,0,0,0,0
QCL,2005,pl,2330,21,2005,2,0,0,0,0,0,0
sora,2019,pl,2331,21,2019,3,0,0,0,0,0,0
specrtl,2011,pl,2332,21,2011,1,0,0,0,0,0,0
SubX,2019,assembly,2333,21,2019,3,0,0,0,0,0,0
B32 Business Basic,1986,pl,2334,15,2004,0,0,0,40,0,0,4
Sun Raster,1989,binaryDataFormat,2335,10,1989,0,0,0,145,0,0,25
UPIC,2018,pl,2336,14,2018,0,0,0,145,0,0,25
MAPPER,1960,pl,2337,17,2006,0,0,0,145,0,0,25
WFL,1961,pl,2338,14,2005,0,0,0,70,0,0,10
AgentSpeak,1994,pl,2339,15,2009,0,0,0,70,0,0,10
BCX,1999,pl,2340,15,2005,0,0,0,70,0,0,10
Cornell University Programming Language,1967,pl,2341,16,2010,0,0,0,70,0,0,10
MacBASIC,1985,pl,2342,16,2009,0,0,0,45,0,0,5
Jet Propulsion Laboratory Display Information System,1973,pl,2343,16,2006,0,0,0,40,0,0,4
FastTrack Scripting Host,2006,pl,2344,16,2012,0,0,0,35,0,0,3
PS-algol,1981,pl,2345,16,2011,0,0,0,30,0,0,2
vivaldi,2015,pl,2346,14,2019,0,0,0,143,0,0,0
PascalABC.NET,2002,pl,2347,17,2022,0,0,0,141,0,0,24
kei,2019,pl,2348,16,2022,0,0,0,137,0,0,0
mages,2016,pl,2349,18,2022,0,0,0,137,0,0,0
BASICODE,1980,pl,2350,17,2006,1,0,0,65,0,0,9
Knowledge Query and Manipulation Language,1993,queryLanguage,2351,17,2002,0,0,0,65,0,0,9
Harwell-Boeing file format,1989,textDataFormat,2352,17,2009,0,0,0,55,0,0,7
SPITBOL,1971,pl,2353,17,2003,0,0,0,55,0,0,7
Ikarus Scheme implementation,2007,pl,2354,17,2007,0,0,0,50,0,0,6
LYaPAS,1964,pl,2355,17,2008,0,0,0,50,0,0,6
ObjectLOGO,1993,pl,2356,17,2008,0,0,0,50,0,0,6
SAOL,1999,pl,2357,17,2006,0,0,0,50,0,0,6
Southampton BASIC System,1960,pl,2358,17,2009,1,0,0,45,0,0,5
Extended ML,1985,pl,2359,17,2004,0,0,0,40,0,0,4
BASIC-E,1976,pl,2360,17,2006,0,0,0,30,0,0,2
UniVerse,1997,pl,2361,17,2006,1,0,0,30,0,0,2
Post production,1941,grammarLanguage,2362,17,1941,1,0,0,20,0,0,0
6gunz,2018,pl,2363,17,2022,0,0,0,1,0,0,0
edgelisp,2008,pl,2364,16,2022,0,0,0,136,0,0,0
jonprl,2015,pl,2365,18,2022,0,0,0,136,0,0,0
D data language specification,1994,queryLanguage,2366,15,2005,0,0,0,135,0,0,23
CONVERT,1966,pl,2367,16,2012,0,0,0,135,0,0,23
GeneXus,1988,pl,2368,16,2005,0,0,0,135,0,0,23
unseemly,2016,pl,2369,17,2022,0,0,0,135,0,0,0
txtzyme,2010,pl,2370,18,2022,0,0,0,134,0,0,0
typecobol,2015,pl,2371,17,2022,0,0,0,133,0,0,0
Alternate Instruction Set,2001,isa,2372,14,2018,0,0,0,130,0,0,22
loci,2013,pl,2373,20,2022,0,0,0,127,0,0,0
r4,2009,pl,2374,16,2022,0,0,0,126,0,0,0
Lava,2001,pl,2375,17,2005,0,0,0,125,0,0,21
ScriptBasic,1999,pl,2376,14,2002,0,0,0,65,0,0,9
Fenix Project,2006,pl,2377,15,2010,0,0,0,65,0,0,9
BASIC09,1978,pl,2378,14,2002,0,0,0,45,0,0,5
Encore,2014,pl,2379,14,2022,0,0,0,123,0,0,0
Brain-Flak,2016,esolang,2380,15,2018,0,0,0,122,0,0,0
R++,1990,pl,2381,12,2006,0,0,0,120,0,0,20
ktexteditor-editor,2014,editor,2382,16,2022,0,0,0,119,0,0,0
hrqr,2015,barCodeFormat,2383,20,2022,0,0,0,110,0,0,0
Election Markup Language,2001,xmlFormat,2384,20,2008,0,0,0,75,0,0,11
RenderMan Shading Language,1989,pl,2385,20,2006,1,0,0,75,0,0,11
DragonBASIC,2003,pl,2386,20,2022,0,0,0,60,0,0,-1
Langage Sans Espoir,1971,pl,2387,20,2007,0,0,0,60,0,0,8
fp,2022,pl,2388,20,2022,1,0,0,57,0,0,0
Flapjax,2006,pl,2389,20,2022,0,0,0,56,0,0,7
Little b,2004,pl,2390,20,2021,0,0,0,56,0,0,7
CheetahTemplate,2001,template,2391,20,2005,0,0,0,55,0,0,7
Lithe,1982,pl,2392,20,2004,1,0,0,45,0,0,5
Plaid,2009,pl,2393,20,2022,0,0,0,29,0,0,-1
adamant,2018,pl,2394,20,2021,0,0,0,27,0,0,0
nianiolang,2015,pl,2395,20,2019,0,0,0,24,0,0,0
flua,2012,pl,2396,20,2018,0,0,0,23,0,0,0
Ferite,2000,pl,2397,20,2000,2,0,0,15,0,0,-1
KAML,2018,dataNotation,2398,20,2020,1,0,0,4,0,0,0
Kami,2022,textMarkup,2399,20,2022,1,0,0,3,0,0,0
alan,2018,pl,2400,20,2018,1,0,0,1,0,0,0
avro,2012,idl,2401,20,2012,1,0,0,1,0,0,0
beautiful-report-language,2003,pl,2402,20,2003,1,0,0,1,0,0,0
Copilot,2021,pl,2403,20,2021,1,0,0,1,0,0,0
MathLingua,2019,pl,2404,20,2019,1,0,0,1,0,0,0
Nasal,2002,pl,2405,20,2002,0,0,0,1,0,12,0
plantuml,2010,textMarkup,2406,20,2022,1,0,0,1,0,0,0
s-lang,1992,pl,2407,20,1992,1,0,0,1,0,0,0
Sweet Expressions,2013,dataNotation,2408,20,2013,3,0,0,1,0,0,0
verve,2017,pl,2409,20,2020,2,0,0,1,0,0,0
CP,1987,pl,2410,20,1987,1,0,4,0,0,0,0
Darcs Advanced Revision Control System,2003,application,2411,20,2003,0,0,0,0,0,0,0
rise,2020,pl,2412,20,2020,0,0,6,0,0,0,0
SHIFT,1997,pl,2413,20,1997,0,0,11,0,0,0,0
webql,2001,queryLanguage,2414,20,2001,1,0,0,0,0,0,0
Continuity of Care Record,2007,xmlFormat,2415,11,2007,0,0,0,115,0,0,19
AUI,2002,pl,2416,14,2003,0,0,0,115,0,0,19
Amigas,1989,pl,2417,15,2011,0,0,0,115,0,0,19
SPIP,1977,pl,2418,15,2007,0,0,0,115,0,0,19
Hopscotch,2016,pl,2419,16,2016,0,0,0,115,0,0,19
Nomad software,1976,pl,2420,19,2005,1,0,0,115,0,0,19
Visual Smalltalk Enterprise,1992,pl,2421,13,2006,0,0,0,60,0,0,8
PV-Wave,1988,pl,2422,14,2008,0,0,0,60,0,0,8
APLX,1985,pl,2423,15,2004,0,0,0,60,0,0,8
ABSET,1969,pl,2424,16,2002,0,0,0,60,0,0,8
Agora,1993,pl,2425,16,2004,0,0,0,60,0,0,8
MapBasic,1997,pl,2426,16,2016,0,0,0,60,0,0,8
TMG,1968,grammarLanguage,2427,16,2012,0,0,0,60,0,0,8
Bounce,2016,pl,2428,11,2022,0,0,0,114,0,0,0
Pascal Script,2000,pl,2429,14,2000,0,0,0,111,0,0,18
ircis,2019,esolang,2430,15,2022,0,0,0,111,0,0,0
Elliott ALGOL,1962,pl,2431,15,2004,0,0,0,40,0,0,4
SNOOP,1988,pl,2432,12,2005,0,0,0,110,0,0,18
Concurrent ML,1993,pl,2433,14,1993,0,0,0,110,0,0,18
DML,1992,pl,2434,14,2004,0,0,0,110,0,0,18
THINK C,1986,pl,2435,14,2006,0,0,0,110,0,0,18
OpenROAD,1990,pl,2436,15,2006,0,0,0,110,0,0,18
GUIDO music notation,1998,textDataFormat,2437,16,1998,1,0,0,110,0,0,18
SIMPL,1990,pl,2438,16,2012,0,1,0,110,0,0,18
EasyLanguage,1995,pl,2439,18,2009,0,1,0,110,0,0,18
Data Catalog Vocabulary,2014,schema,2440,9,2014,0,0,0,106,0,0,17
Meta II,1962,grammarLanguage,2441,13,1963,0,0,0,105,0,0,17
Omnis Studio,1982,pl,2442,14,2006,0,0,0,105,0,0,17
V,2016,esolang,2443,14,2019,0,0,0,105,0,0,0
Easy Programming Language,2004,pl,2444,15,2004,0,0,0,105,0,0,17
Systems Biology Markup Language,2006,xmlFormat,2445,15,2006,0,0,0,105,0,0,17
ITL,1981,pl,2446,16,2003,0,0,0,105,0,0,17
Protel,1975,pl,2447,16,2007,0,0,0,105,0,0,17
Agilent VEE,1991,pl,2448,19,2016,0,0,0,91,0,0,14
Digital Interactive Business Oriented Language,1970,pl,2449,19,2004,0,0,0,85,0,0,13
lambda-zero,2018,pl,2450,19,2022,0,0,0,78,0,0,0
Algebraic Logic Functional,1990,pl,2451,19,2004,0,0,0,70,0,0,10
Onyx,1989,pl,2452,19,2005,0,0,0,65,0,0,9
D4,2001,pl,2453,19,2005,0,0,1,55,0,0,7
zl,2012,pl,2454,19,2021,0,0,0,49,0,0,0
Texy!,2004,textMarkup,2455,19,2022,0,0,0,46,0,0,5
Alphard,1974,pl,2456,19,2005,0,0,3,40,0,0,4
OpenComal,2006,pl,2457,19,2022,0,0,0,35,0,0,0
nylo,2017,pl,2458,19,2021,0,0,0,32,0,0,0
CLiX markup,1998,xmlFormat,2459,19,1998,1,0,0,31,0,0,2
LEAP,1969,pl,2460,19,2004,0,0,0,30,0,0,2
orca,1985,pl,2461,19,2021,0,0,0,25,0,0,0
RTF,1987,textMarkup,2462,19,1987,1,0,0,20,0,966,0
rpscript,2018,pl,2463,19,2022,0,0,0,17,0,0,0
awl,2014,pl,2464,19,2021,0,0,0,15,0,0,0
juicy,2017,pl,2465,19,2019,0,0,0,9,0,0,0
leaf,2013,pl,2466,19,2022,0,0,0,9,0,0,0
RapidBatch,2017,pl,2467,19,2022,0,0,0,8,0,0,0
starpial,2012,pl,2468,19,2020,0,0,0,8,0,0,0
kerf,2015,pl,2469,19,2022,1,0,0,5,0,0,0
GolfScript,2007,esolang,2470,19,2007,3,0,0,1,0,0,0
Indental,2017,dataNotation,2471,19,2017,2,0,0,1,0,0,0
LES,2012,grammarLanguage,2472,19,2012,1,0,0,1,0,0,0
The New Hampshire X Format,1999,textDataFormat,2473,19,1999,1,0,0,1,0,0,0
Patient-Oriented Prescription Programming Language,2015,pl,2474,19,2015,1,0,0,1,0,0,0
PromQL,2014,queryLanguage,2475,19,2014,1,0,0,1,0,0,0
slim,2010,pl,2476,19,2022,0,1,2,1,0,0,0
srv,2010,idl,2477,19,2010,1,0,0,1,0,0,0
Eden,1995,pl,2478,19,1995,0,0,8,0,0,0,0
emoticon,2004,esolang,2479,19,2004,1,0,2,0,0,0,0
kivy-lang,2010,pl,2480,19,2010,2,0,0,0,0,0,0
mmix,1999,assembly,2481,19,1999,1,0,0,0,0,0,0
Red,1972,pl,2482,19,1972,0,4,1,0,0,0,0
Structured Control Language,1998,pl,2483,19,1998,1,0,0,0,0,0,0
ALGOL N,1967,pl,2484,14,2004,0,0,0,35,0,0,3
Galaksija BASIC,1983,pl,2485,15,2006,0,0,0,35,0,0,3
APSE,1980,pl,2486,15,2004,0,0,0,55,0,0,7
String diagram,2007,notation,2487,9,2007,0,0,0,100,0,0,16
Intuit Interchange Format,2004,textDataFormat,2488,12,2004,0,0,0,100,0,0,16
PALASM,1980,pl,2489,14,2004,0,0,0,100,0,0,16
WOL,1997,pl,2490,15,2004,0,0,0,100,0,0,16
Framework office suite,1983,pl,2491,17,2003,0,0,0,100,0,0,16
Star,2021,pl,2492,13,2022,0,0,0,98,0,0,0
Jazz,2019,pl,2493,15,2022,0,0,0,96,0,0,0
Twelf,2006,pl,2494,11,2006,0,0,0,95,0,0,15
TASM,1989,pl,2495,15,1989,0,0,0,95,0,0,15
Tosh,2015,pl,2496,15,2022,0,0,0,95,0,0,0
Statsplorer,2014,visual,2497,16,2021,0,0,0,52,0,0,0
FpgaC,1996,pl,2498,16,2006,0,0,0,50,0,0,6
Object-Z,1991,pl,2499,16,2004,0,0,0,50,0,0,6
SYMPL,1970,pl,2500,16,2006,0,0,0,50,0,0,6
Basic4GL,2002,pl,2501,16,2007,0,0,0,45,0,0,5
GNU E,1991,pl,2502,16,2010,0,0,0,45,0,0,5
Nested Context Language,2000,xmlFormat,2503,16,2005,0,0,0,45,0,0,5
SAM76,1970,pl,2504,16,2006,0,0,0,45,0,0,5
SuperTalk,1989,pl,2505,16,2009,1,0,0,45,0,0,5
CommonLoops,1986,pl,2506,16,2006,0,0,0,40,0,0,4
CA-Realizer,1992,pl,2507,16,2007,0,0,0,35,0,0,3
FLACC,1977,pl,2508,16,2005,0,0,0,35,0,0,3
Object Oberon,1990,pl,2509,16,2004,0,0,0,35,0,0,3
Ramis software,1960,pl,2510,16,2007,0,0,0,35,0,0,3
Batari Basic,2007,pl,2511,16,2010,0,0,0,30,0,0,2
Bywater BASIC,1992,pl,2512,16,2003,0,0,0,30,0,0,2
NorthStar BASIC,1977,pl,2513,16,2010,0,0,0,30,0,0,2
Todotxt,2006,dataNotation,2514,16,2006,1,0,0,1,0,0,0
Visual DataFlex,1982,pl,2515,13,2004,0,0,0,50,0,0,6
Rexon,1978,pl,2516,15,2007,0,0,0,50,0,0,6
Structured Product Labeling,2004,xmlFormat,2517,10,2004,0,0,0,90,0,0,14
aplette,2014,pl,2518,12,2021,0,0,0,90,0,0,0
RuleML,2002,pl,2519,13,2005,0,0,0,90,0,0,14
GARP,1988,pl,2520,15,2006,0,0,0,90,0,0,14
CS-Script,2004,pl,2521,16,2013,0,0,0,90,0,0,14
PROIV,1976,pl,2522,16,2004,0,0,0,90,0,0,14
SLIP,1960,pl,2523,16,2006,0,0,0,90,0,0,14
DEMOS,1978,pl,2524,17,2006,0,0,0,90,0,0,14
Flex language,1967,pl,2525,17,2013,0,0,0,90,0,0,14
AlphaBasic,1976,pl,2526,14,2005,0,0,0,30,0,0,2
BASIC-11,1976,pl,2527,15,2006,0,0,0,30,0,0,2
mycroft,2013,pl,2528,16,2022,0,0,0,89,0,0,0
glush,2019,grammarLanguage,2529,15,2022,0,0,0,88,0,0,0
Taijilang,2014,pl,2530,14,2015,0,0,0,87,0,0,0
ralph,2010,pl,2531,16,2022,0,0,0,87,0,0,0
CMU Common Lisp,1980,pl,2532,13,1980,0,0,0,86,0,0,13
Common Lisp with Arc Macros and Procedures,2014,pl,2533,18,2022,1,0,0,81,0,0,0
I,2012,pl,2534,18,2022,1,0,0,80,0,0,0
TOM,2001,pl,2535,18,2008,0,0,0,71,0,0,10
Langage Implementation Systeme,1980,pl,2536,18,2007,0,0,0,70,0,0,10
rainbow,2009,pl,2537,18,2022,0,0,0,65,0,0,0
fjs,2013,pl,2538,18,2022,0,0,0,64,0,0,0
phorth,2016,pl,2539,18,2022,0,0,0,58,0,0,0
z-lang,2019,pl,2540,18,2022,0,0,0,51,0,0,0
PLEXIL,2005,pl,2541,18,2008,0,0,0,46,0,0,5
WCPS,2008,pl,2542,18,2008,1,0,0,45,0,0,5
BRUIN,1968,pl,2543,18,2005,0,0,0,40,0,0,4
icarus,2015,pl,2544,18,2020,0,0,0,40,0,0,0
Ham,2013,pl,2545,18,2013,0,0,0,36,0,0,0
DIANA,1980,ir,2546,18,2008,0,0,0,35,0,0,3
WSFN,1983,pl,2547,18,2008,1,0,0,35,0,0,3
badlanguage,2017,pl,2548,18,2021,0,0,0,32,0,0,0
rel-lang,2015,pl,2549,18,2017,0,0,0,32,0,0,0
KonsolScript,2005,pl,2550,18,2010,0,0,0,30,0,0,2
gintonic,2018,queryLanguage,2551,18,2022,0,0,0,29,0,0,0
jedlang,2015,pl,2552,18,2019,0,0,0,29,0,0,0
blur-markup-language,2017,textMarkup,2553,18,2022,0,0,0,23,0,0,0
formality,2019,pl,2554,18,2021,0,0,0,23,0,0,0
ramen,2017,pl,2555,18,2022,0,0,0,23,0,0,0
ASP.NET,2002,pl,2556,18,2002,0,0,0,20,0,543,0
corescript,2018,pl,2557,18,2020,0,0,0,20,0,0,0
MathML,1998,xmlFormat,2558,18,1998,1,0,0,20,0,0,0
Namespace Routing Language,2003,xmlFormat,2559,18,2003,1,0,0,20,0,0,0
lezer,2019,grammarLanguage,2560,18,2022,0,0,0,17,0,0,0
emesh,2014,esolang,2561,18,2016,0,0,0,15,0,0,0
flownote,2019,pl,2562,18,2019,0,0,0,11,0,0,0
oopsilon,2017,esolang,2563,18,2017,0,0,0,9,0,0,0
U,2013,pl,2564,18,2021,0,0,0,5,0,0,0
elegance,2017,pl,2565,18,2018,0,0,0,2,0,0,0
albatross,2015,pl,2566,18,2015,1,0,0,1,0,0,0
empirical,2019,pl,2567,18,2019,0,5,0,1,0,0,0
hecl,2004,pl,2568,18,2004,0,0,0,1,0,0,0
qed-lang,2015,pl,2569,18,2015,1,0,0,1,0,0,0
Slick,2020,pl,2570,18,2021,1,0,0,1,0,0,0
Bossam Rule Language,2004,queryLanguage,2571,18,2004,1,0,0,0,0,0,0
